City,Year,Month,Day,Latitude,Longitude,Temperature_K,Precipitation_kgm2,Wind_speed_ms,Wind_dir_deg,Humidity_kgkg-1,Cloud_top_temp_K
La Paz,2024,1,1,-16.5,-68.15,282.2670593261719,0.18621826171875,4.833014488220215,233.75587463378906,0.01054416410624981,210.8699951171875
Sarajevo,2024,1,1,43.8563,18.4131,277.8998718261719,0.119354248046875,3.939236879348755,75.63147735595703,0.005787236616015434,223.1199951171875
Gaborone,2024,1,1,-24.6282,25.9231,294.9897155761719,0.0029344558715820312,0.9371470808982849,133.80245971679688,0.012096745893359184,272.4793701171875
Brasilia,2024,1,1,-15.7939,-47.8828,296.8334655761719,0.076690673828125,1.2483654022216797,340.3008728027344,0.017246587201952934,235.9813232421875
Bandar Seri Begawan,2024,1,1,4.9031,114.9398,301.5756530761719,0.092529296875,2.848459243774414,246.97239685058594,0.021625859662890434,192.8465576171875
Sofia,2024,1,1,42.6977,23.3219,275.4740905761719,0.076019287109375,2.493954658508301,56.09626388549805,0.005024297162890434,243.2376708984375
Ouagadougou,2024,1,1,12.3714,-1.5197,289.8256530761719,0.0,3.3762009143829346,221.35787963867188,0.005451543256640434,nan
Bujumbura,2024,1,1,-3.3822,29.3644,292.7397155761719,0.069488525390625,0.7114830613136292,78.97016143798828,0.013592107221484184,225.9481201171875
Phnom Penh,2024,1,1,11.5621,104.8885,298.4662780761719,0.0003777742385864258,2.5680906772613525,224.56727600097656,0.017101628705859184,nan
Yaoundé,2024,1,1,3.848,11.5021,296.4272155761719,0.03076171875,0.5445593595504761,29.826461791992188,0.014965398237109184,218.0653076171875
Ottawa,2024,1,1,45.4215,-75.6992,265.1410827636719,0.00022238492965698242,1.7388464212417603,278.4171142578125,0.0017412733286619186,221.4871826171875
Praia,2024,1,1,14.916,-23.509,297.5990905761719,0.0,5.671727180480957,229.39495849609375,0.014355046674609184,219.5262451171875
Bangui,2024,1,1,4.3947,18.5582,294.4975280761719,0.0008704662322998047,2.2292091846466064,187.14434814453125,0.01518283598124981,237.2469482421875
N'Djamena,2024,1,1,12.1348,15.0557,292.6303405761719,0.0,5.536755561828613,250.46865844726562,0.0038302969187498093,nan
Santiago,2024,1,1,-33.4489,-70.6693,291.7553405761719,0.00028514862060546875,1.4308358430862427,108.51360321044922,0.004459721967577934,241.687744140625
Beijing,2024,1,1,39.9042,116.4074,264.6733093261719,0.0016431808471679688,0.9557355046272278,312.94476318359375,0.0017002653330564499,238.4598388671875
Bogotá,2024,1,1,4.711,-74.0721,291.1147155761719,0.2259521484375,0.750678300857544,271.58740234375,0.01473270170390606,196.5496826171875
Moroni,2024,1,1,-11.7172,43.2473,302.5444030761719,0.0435333251953125,2.83980393409729,287.5634765625,0.019070012494921684,237.8934326171875
Kinshasa,2024,1,1,-4.4419,15.2663,296.8959655761719,0.07855224609375,1.074042797088623,2.793455123901367,0.017010075971484184,218.6981201171875
Brazzaville,2024,1,1,-4.2634,15.2429,296.8959655761719,0.07855224609375,1.074042797088623,2.793455123901367,0.017010075971484184,218.6981201171875
San José,2024,1,1,9.9281,-84.0907,296.2631530761719,0.118255615234375,1.4627240896224976,216.85565185546875,0.017109258100390434,230.5692138671875
Zagreb,2024,1,1,45.815,15.9785,280.9936218261719,0.1585693359375,4.746614456176758,86.93940734863281,0.006557805463671684,213.7449951171875
Havana,2024,1,1,23.1136,-82.3666,291.8647155761719,0.00015717744827270508,3.7101635932922363,228.75009155273438,0.01064334623515606,nan
Nicosia,2024,1,1,35.1856,33.3823,285.0678405761719,0.0005524158477783203,1.0953305959701538,32.37623977661133,0.007330281659960747,nan
Prague,2024,1,1,50.0755,14.4378,276.2123718261719,0.13287353515625,3.8890161514282227,29.237442016601562,0.004671437665820122,218.1434326171875
Copenhagen,2024,1,1,55.6761,12.5683,277.9779968261719,0.167724609375,4.073844909667969,103.24788665771484,0.005251271650195122,238.8299560546875
Djibouti,2024,1,1,11.5721,43.1456,295.9115905761719,0.008846282958984375,3.117436170578003,152.82920837402344,0.015819890424609184,291.6903076171875
Roseau,2024,1,1,15.3092,-61.379,299.9975280761719,0.05792236328125,5.669701099395752,225.98687744140625,0.016552312299609184,286.0809326171875
Santo Domingo,2024,1,1,18.4861,-69.9312,296.5912780761719,0.03021240234375,4.45706033706665,251.70773315429688,0.016773564741015434,225.0574951171875
Quito,2024,1,1,-0.1807,-78.4678,289.8178405761719,0.23724365234375,1.8107472658157349,321.494873046875,0.014210088178515434,209.5496826171875
Cairo,2024,1,1,30.0444,31.2357,283.6459655761719,0.0010228157043457031,1.8432339429855347,247.7073974609375,0.00859103910624981,nan
San Salvador,2024,1,1,13.6929,-89.2182,298.7944030761719,0.01491546630859375,5.524614334106445,258.28680419921875,0.014835698530077934,286.2371826171875
Malabo,2024,1,1,3.75,8.7833,299.6069030761719,0.0388031005859375,2.5546810626983643,23.057199478149414,0.019199712201952934,208.7528076171875
Asmara,2024,1,1,15.3229,38.9251,289.3100280761719,0.130615234375,2.257322072982788,195.6332550048828,0.01373325102031231,285.4403076171875
Tallinn,2024,1,1,59.437,24.7536,266.0400085449219,0.0909423828125,3.3170087337493896,224.53973388671875,0.0019963812083005905,259.4559326171875
Mbabane,2024,1,1,-26.3054,31.1367,292.1147155761719,0.01450347900390625,1.0655852556228638,330.3740234375,0.01464877836406231,276.7528076171875
Addis Ababa,2024,1,1,9.03,38.74,285.0053405761719,0.083831787109375,1.8815747499465942,201.95616149902344,0.00937686674296856,269.2918701171875
Suva,2024,1,1,-18.1248,178.4501,301.2319030761719,0.17327880859375,7.119070529937744,165.60267639160156,0.018551213666796684,215.8074951171875
Helsinki,2024,1,1,60.1699,24.9384,264.3735046386719,0.078887939453125,4.223541736602783,229.96556091308594,0.0018795561045408249,258.1824951171875
Paris,2024,1,1,48.8566,2.3522,278.3998718261719,0.059417724609375,8.029999732971191,45.77647018432617,0.005375249311327934,242.4769287109375
Libreville,2024,1,1,0.4162,9.4673,300.3569030761719,0.0388336181640625,2.5415003299713135,21.70305061340332,0.019474370405077934,209.5340576171875
Banjul,2024,1,1,13.4549,-16.579,296.5834655761719,4.559755325317383e-05,4.0432963371276855,292.6360168457031,0.010593755170702934,240.4700927734375
Tbilisi,2024,1,1,41.7151,44.8271,275.9194030761719,0.0028400421142578125,4.722630023956299,356.1418151855469,0.003173215314745903,230.3895263671875
Berlin,2024,1,1,52.52,13.405,277.3764343261719,0.02988433837890625,4.828183650970459,71.03205108642578,0.005134923383593559,216.5184326171875
Accra,2024,1,1,5.6037,-0.187,300.4350280761719,0.041168212890625,3.102287769317627,60.599212646484375,0.019893987104296684,210.7606201171875
Athens,2024,1,1,37.9838,23.7275,285.6615905761719,0.0606689453125,2.2851171493530273,350.08526611328125,0.006927831098437309,217.1903076171875
Saint George's,2024,1,1,12.0561,-61.7486,301.3569030761719,0.0021715164184570312,4.403969764709473,213.8564910888672,0.017528874799609184,291.5653076171875
Guatemala City,2024,1,1,14.6349,-90.5069,291.0287780761719,0.01263427734375,2.8974862098693848,229.86578369140625,0.01154361478984356,283.9403076171875
Conakry,2024,1,1,9.6412,-13.5784,300.1537780761719,0.0001818537712097168,0.6875552535057068,22.38286590576172,0.016651494428515434,255.7528076171875
Bissau,2024,1,1,11.8817,-15.617,295.7084655761719,0.0038404464721679688,2.8879218101501465,358.3548583984375,0.012356145307421684,245.0770263671875
Georgetown,2024,1,1,6.8013,-58.1553,300.8412780761719,0.105682373046875,4.372896194458008,219.9849090576172,0.019398076459765434,273.1434326171875
Port-au-Prince,2024,1,1,18.5944,-72.3074,298.4037780761719,0.092559814453125,4.187289714813232,244.60287475585938,0.016567571088671684,226.3035888671875
Tegucigalpa,2024,1,1,14.0723,-87.1921,293.2319030761719,0.118896484375,3.034137725830078,245.73178100585938,0.01379428617656231,282.0028076171875
Budapest,2024,1,1,47.4979,19.0402,279.8178405761719,0.0859375,5.460926055908203,73.24546813964844,0.006082875654101372,219.1356201171875
Reykjavik,2024,1,1,64.1466,-21.9426,269.0776062011719,0.0265045166015625,4.548285484313965,224.51646423339844,0.0024016927927732468,217.3074951171875
New Delhi,2024,1,1,28.6139,77.209,279.0170593261719,0.0,2.4068121910095215,301.9859313964844,0.005096776410937309,nan
Jakarta,2024,1,1,-6.2088,106.8456,301.8256530761719,0.15826416015625,1.0549898147583008,266.59234619140625,0.020481450483202934,197.6590576171875
Tehran,2024,1,1,35.6892,51.389,278.3647155761719,0.0006873607635498047,2.554560899734497,284.33721923828125,0.003730161115527153,219.4403076171875
Baghdad,2024,1,1,33.3152,44.3661,278.2865905761719,1.742970198392868e-06,2.4511544704437256,294.968505859375,0.004619939252734184,233.2723388671875
Dublin,2024,1,1,53.3331,-6.2489,279.2592468261719,0.1634521484375,10.60285472869873,356.0104064941406,0.005548818036913872,248.2449951171875
Jerusalem,2024,1,1,31.7683,35.2137,283.8959655761719,4.222989082336426e-05,2.03298020362854,183.21908569335938,0.007055623456835747,232.0457763671875
Rome,2024,1,1,41.9028,12.4964,284.5287780761719,0.09112548828125,4.211070537567139,77.48031616210938,0.00860629789531231,267.7918701171875
Kingston,2024,1,1,17.9712,-76.7936,298.4897155761719,0.1380615234375,6.049826145172119,214.14724731445312,0.016750676557421684,232.0028076171875
Tokyo,2024,1,1,35.6895,139.6917,282.8373718261719,0.03533935546875,8.9126558303833,280.85028076171875,0.004421574994921684,269.4090576171875
Amman,2024,1,1,31.9552,35.945,278.0522155761719,0.0,3.382277488708496,149.78726196289062,0.006040913984179497,nan
Astana,2024,1,1,51.1694,71.4491,267.92938232421875,0.02985382080078125,7.535792350769043,62.241371154785156,0.002433164045214653,217.8074951171875
Nairobi,2024,1,1,-1.2921,36.8219,289.2319030761719,0.012172698974609375,3.074237108230591,207.4344940185547,0.01290164701640606,233.0106201171875
Tarawa,2024,1,1,1.4518,172.9717,302.0912780761719,0.0035676956176757812,5.096353530883789,182.6732635498047,0.020000798627734184,224.0574951171875
Pyongyang,2024,1,1,39.0392,125.7625,269.1488952636719,0.0016117095947265625,3.9096243381500244,134.57887268066406,0.002520902082324028,269.5653076171875
Seoul,2024,1,1,37.5665,126.978,274.7690124511719,0.0024433135986328125,3.0910277366638184,155.18612670898438,0.0037005972117185593,nan
Pristina,2024,1,1,42.6629,21.1655,273.7729187011719,0.006183624267578125,2.714308023452759,77.17400360107422,0.004646642133593559,275.6746826171875
Kuwait City,2024,1,1,29.3759,47.9774,287.6772155761719,0.01879119873046875,5.538662910461426,305.5683288574219,0.007393224164843559,271.5340576171875
Bishkek,2024,1,1,42.8746,74.5698,273.4018249511719,0.00040531158447265625,4.333450794219971,94.52853393554688,0.002009732648730278,232.1278076171875
Vientiane,2024,1,1,17.9757,102.6331,294.1459655761719,0.0028591156005859375,2.44187331199646,172.8413848876953,0.01374850980937481,287.0496826171875
Riga,2024,1,1,56.9496,24.1052,265.0297546386719,5.742907524108887e-05,4.844731330871582,180.15476989746094,0.0017283987253904343,215.0340576171875
Beirut,2024,1,1,33.8938,35.5018,285.3881530761719,0.0005629062652587891,1.6051963567733765,159.98924255371094,0.005892140790820122,nan
Maseru,2024,1,1,-29.3142,27.4854,285.0209655761719,0.002696990966796875,2.1969358921051025,132.8859100341797,0.010105473920702934,nan
Monrovia,2024,1,1,6.3005,-10.7969,299.8100280761719,0.065338134765625,1.7985684871673584,48.76351547241211,0.018467290326952934,218.3856201171875
Tripoli,2024,1,1,32.8872,13.1913,288.4975280761719,0.0,4.081376552581787,359.2953186035156,0.00785098783671856,nan
Vaduz,2024,1,1,47.1419,9.5215,269.5605163574219,0.0218963623046875,1.1413768529891968,13.386921882629395,0.0031636785715818405,251.2293701171875
Vilnius,2024,1,1,54.6892,25.2798,271.3129577636719,0.034332275390625,2.7663204669952393,166.72210693359375,0.0030225347727537155,214.6356201171875
Luxembourg,2024,1,1,49.6117,6.13,278.5834655761719,0.12152099609375,9.174839973449707,43.14360427856445,0.005522115156054497,231.7449951171875
Antananarivo,2024,1,1,-18.8792,47.5079,290.4819030761719,0.05181884765625,2.7492287158966064,36.12239074707031,0.014126164838671684,253.2020263671875
Lilongwe,2024,1,1,-13.9626,33.7741,292.3100280761719,0.02198028564453125,1.3223910331726074,324.65301513671875,0.014881474897265434,209.5340576171875
Kuala Lumpur,2024,1,1,3.139,101.6869,297.6147155761719,0.011993408203125,2.0878074169158936,238.78466796875,0.018795354291796684,218.4324951171875
Male,2024,1,1,4.1755,73.5093,300.4194030761719,0.21978759765625,4.240655899047852,249.5741424560547,0.019550664350390434,204.4871826171875
Bamako,2024,1,1,12.6392,-8.0029,293.6069030761719,0.0,3.8501338958740234,214.45278930664062,0.0026372503489255905,nan
Valletta,2024,1,1,35.8997,14.5146,289.8569030761719,0.0471038818359375,4.326233863830566,335.80828857421875,0.00961337797343731,280.3778076171875
Majuro,2024,1,1,7.0897,171.3803,301.7787780761719,0.0583038330078125,7.834480285644531,203.8933563232422,0.020252568647265434,210.8231201171875
Nouakchott,2024,1,1,18.0735,-15.9582,295.7709655761719,0.0150299072265625,3.638613224029541,233.35232543945312,0.00815616361796856,225.8543701171875
Port Louis,2024,1,1,-20.1669,57.4989,300.4975280761719,0.12091064453125,6.326473712921143,174.18618774414062,0.018879277631640434,252.5418701171875
Mexico City,2024,1,1,19.4326,-99.1332,283.1108093261719,0.0,1.1917192935943604,6.887940883636475,0.005815846845507622,223.7606201171875
Palikir,2024,1,1,6.917,158.185,302.3100280761719,0.1044921875,6.950198173522949,179.87841796875,0.021252019330859184,202.6590576171875
Chisinau,2024,1,1,47.0105,28.8638,274.7709655761719,0.048919677734375,5.0442657470703125,83.95438385009766,0.004265172407031059,274.4559326171875
Monaco,2024,1,1,43.7333,7.4167,284.6225280761719,0.00273895263671875,7.734106540679932,353.77398681640625,0.006231648847460747,216.3543701171875
Ulaanbaatar,2024,1,1,47.8864,106.9057,253.01315307617188,0.0048389434814453125,2.6543216705322266,51.88945007324219,0.0007661412819288671,255.3387451171875
Podgorica,2024,1,1,42.4304,19.2594,276.8490905761719,0.29150390625,1.9477509260177612,86.91177368164062,0.005571706220507622,272.5418701171875
Rabat,2024,1,1,33.9716,-6.8498,287.9584655761719,0.02745819091796875,1.3308508396148682,177.05145263671875,0.00875888578593731,211.6278076171875
Maputo,2024,1,1,-25.9622,32.5801,296.3490905761719,0.01677703857421875,1.4429997205734253,176.2613067626953,0.016620976850390434,260.2606201171875
Windhoek,2024,1,1,-22.5609,17.0658,289.3334655761719,0.0,2.9317359924316406,95.01602935791016,0.004114491865038872,nan
Kathmandu,2024,1,1,27.7172,85.324,282.0756530761719,0.0,1.210769772529602,281.1562194824219,0.003961903974413872,nan
Amsterdam,2024,1,1,52.3676,4.9041,281.0834655761719,0.2677001953125,10.314974784851074,57.321224212646484,0.006178243085741997,221.6512451171875
Wellington,2024,1,1,-41.2865,174.7762,289.1694030761719,0.0419921875,1.2650474309921265,119.6447982788086,0.007255895063281059,278.7840576171875
Managua,2024,1,1,12.1364,-86.2514,300.0444030761719,0.10028076171875,6.162176132202148,211.86705017089844,0.016308171674609184,277.4403076171875
Niamey,2024,1,1,13.5116,2.1254,292.3647155761719,0.0,3.8593266010284424,221.32135009765625,0.0038875173777341843,nan
Abuja,2024,1,1,9.0765,7.3986,293.3256530761719,7.833771066730055e-13,2.9983561038970947,235.53530883789062,0.00799594633281231,210.6199951171875
Oslo,2024,1,1,59.9139,10.7522,265.6762390136719,0.216064453125,3.3224122524261475,213.0091552734375,0.0020659994333982468,217.0574951171875
Muscat,2024,1,1,23.5859,58.4059,290.8803405761719,4.532933235168457e-05,2.611933946609497,49.033931732177734,0.009518010541796684,262.0887451171875
Islamabad,2024,1,1,33.6844,73.0479,282.9701843261719,0.0,1.1450726985931396,256.3424377441406,0.004270894452929497,nan
Ngerulmud,2024,1,1,7.5,134.6242,302.4037780761719,0.15545654296875,2.6904661655426025,180.3462677001953,0.020229680463671684,209.0184326171875
Panama City,2024,1,1,8.9824,-79.5199,300.4975280761719,0.067230224609375,5.538508892059326,270.1971435546875,0.019840581342577934,221.5731201171875
Port Moresby,2024,1,1,-9.4438,147.1803,304.2631530761719,0.076263427734375,2.4989006519317627,20.100736618041992,0.019893987104296684,203.0184326171875
Asunción,2024,1,1,-25.2637,-57.5759,297.2319030761719,0.005985260009765625,2.7625925540924072,144.25448608398438,0.016758305951952934,228.2215576171875
Lima,2024,1,1,-12.0464,-77.0428,291.0365905761719,0.08648681640625,2.4771265983581543,78.838623046875,0.01280246488749981,213.6434326171875
Manila,2024,1,1,14.5995,120.9842,299.6928405761719,0.13616943359375,2.704169511795044,205.32325744628906,0.020778996869921684,199.0809326171875
Warsaw,2024,1,1,52.2297,21.0122,275.2162780761719,0.08062744140625,2.8558647632598877,133.98703002929688,0.004371983930468559,209.9871826171875
Lisbon,2024,1,1,38.7169,-9.1399,287.3959655761719,0.02239227294921875,1.933254599571228,262.00262451171875,0.007322652265429497,226.1121826171875
Doha,2024,1,1,25.276987,51.520008,291.7084655761719,0.02166748046875,3.5342066287994385,285.1408386230469,0.012203557416796684,268.2371826171875
Bucharest,2024,1,1,44.4268,26.1025,275.6537780761719,0.0429840087890625,1.2348520755767822,120.44535064697266,0.004881246015429497,276.5496826171875
Moscow,2024,1,1,55.7558,37.6173,257.3295593261719,0.03607177734375,7.478615760803223,319.65863037109375,0.0008941720589064062,260.4715576171875
Kigali,2024,1,1,-1.9706,30.1044,289.4272155761719,0.0028905868530273438,1.7695714235305786,22.0911808013916,0.01290927641093731,217.4012451171875
Basseterre,2024,1,1,17.3026,-62.7177,300.0287780761719,0.0550689697265625,6.706759929656982,233.23065185546875,0.016987187787890434,224.5496826171875
Castries,2024,1,1,13.9094,-60.9789,300.1225280761719,0.09576416015625,5.344783306121826,221.98886108398438,0.017933232709765434,287.3309326171875
Kingstown,2024,1,1,13.16,-61.2248,300.9662780761719,0.0199127197265625,4.59563684463501,224.10816955566406,0.017429692670702934,290.6590576171875
Apia,2024,1,1,-13.8333,-171.7667,301.6225280761719,0.1800537109375,0.5519934892654419,209.15834045410156,0.019344670698046684,207.9403076171875
San Marino,2024,1,1,43.9336,12.4508,283.6615905761719,0.10125732421875,7.104011535644531,62.774749755859375,0.007620198652148247,266.0731201171875
São Tomé,2024,1,1,0.3365,6.7273,301.1225280761719,0.0450897216796875,2.353106737136841,50.85867691040039,0.019428594037890434,209.6121826171875
Riyadh,2024,1,1,24.7136,46.6753,286.2475280761719,0.013134002685546875,2.624455690383911,128.4867706298828,0.00790439359843731,272.3699951171875
Dakar,2024,1,1,14.7167,-17.4677,296.8959655761719,0.01515960693359375,5.466856002807617,269.1192626953125,0.015919072553515434,235.1864013671875
Belgrade,2024,1,1,44.7872,20.4573,277.0053405761719,0.0011925697326660156,3.6588134765625,89.79286193847656,0.005108220502734184,217.6121826171875
Victoria,2024,1,1,-4.6191,55.4513,301.5912780761719,0.2491455078125,2.899303436279297,338.01593017578125,0.021023137494921684,195.5653076171875
Freetown,2024,1,1,8.4657,-13.2317,299.0209655761719,0.0018086433410644531,0.4377804398536682,17.774654388427734,0.01421390287578106,255.5574951171875
Singapore,2024,1,1,1.3521,103.8198,299.9662780761719,0.14776611328125,2.8517234325408936,257.541259765625,0.020656926557421684,203.0496826171875
Bratislava,2024,1,1,48.1486,17.1077,276.8256530761719,0.14642333984375,2.6098830699920654,341.072265625,0.004907948896288872,215.5418701171875
Ljubljana,2024,1,1,46.0569,14.5058,281.6615905761719,0.24200439453125,3.6080119609832764,47.71051788330078,0.007286412641406059,247.1688232421875
Honiara,2024,1,1,-9.4333,159.95,302.8256530761719,0.069549560546875,0.772356390953064,126.45907592773438,0.017711980268359184,266.2684326171875
Mogadishu,2024,1,1,2.0469,45.3182,299.6147155761719,6.329268217086792e-06,6.332079887390137,206.1375274658203,0.017917973920702934,212.7371826171875
Pretoria,2024,1,1,-25.7479,28.2293,294.5990905761719,0.0350341796875,1.4081530570983887,33.09523010253906,0.012340886518359184,273.5731201171875
Juba,2024,1,1,4.8594,31.5713,298.7553405761719,0.0403289794921875,1.751863718032837,134.86474609375,0.015842778608202934,223.3699951171875
Madrid,2024,1,1,40.4168,-3.7038,276.5834655761719,0.065765380859375,1.5188908576965332,286.4864196777344,0.004621846601366997,212.6356201171875
Colombo,2024,1,1,6.9271,79.8612,297.6225280761719,0.28955078125,4.67718505859375,250.95953369140625,0.017956120893359184,235.2996826171875
Khartoum,2024,1,1,15.5007,32.5599,289.2944030761719,0.0,4.9166579246521,274.1590270996094,0.005243642255663872,nan
Paramaribo,2024,1,1,5.852,-55.2038,300.2006530761719,0.0479278564453125,3.8024003505706787,198.93386840820312,0.018665654584765434,268.1199951171875
Stockholm,2024,1,1,59.3293,18.0686,268.3056335449219,0.02269744873046875,2.9001948833465576,189.15280151367188,0.0024846624583005905,213.5809326171875
Bern,2024,1,1,46.948,7.4474,273.5854187011719,0.0386199951171875,4.063480377197266,48.64969253540039,0.004068715497851372,240.1907958984375
Damascus,2024,1,1,33.5138,36.2765,277.6029968261719,0.00013023614883422852,1.6965599060058594,232.8876953125,0.005094869062304497,nan
Taipei,2024,1,1,25.033,121.5654,291.0834655761719,0.02933502197265625,7.033084392547607,242.76400756835938,0.008991582319140434,274.0887451171875
Dushanbe,2024,1,1,38.5598,68.787,273.3197937011719,0.0,3.2045366764068604,249.09307861328125,0.0021108221262693405,nan
Dodoma,2024,1,1,-6.163,35.7516,293.4740905761719,0.0451507568359375,0.5160794258117676,253.00950622558594,0.01509891264140606,203.2215576171875
Bangkok,2024,1,1,13.7563,100.5018,297.0053405761719,0.0056247711181640625,3.829179048538208,211.33975219726562,0.014721257612109184,250.6199951171875
Lomé,2024,1,1,6.1725,1.2314,300.3569030761719,0.012371063232421875,3.5105321407318115,73.83152770996094,0.020130498334765434,210.6356201171875
Nuku'alofa,2024,1,1,-21.1394,-175.2044,299.3334655761719,0.116363525390625,7.431471347808838,140.91680908203125,0.016758305951952934,287.1903076171875
Port of Spain,2024,1,1,10.6918,-61.2225,299.1147155761719,0.0015969276428222656,3.038329601287842,196.95684814453125,0.018406255170702934,nan
Tunis,2024,1,1,36.8065,10.1815,282.7944030761719,2.345442771911621e-05,3.8070693016052246,45.364646911621094,0.007439000532031059,212.5731201171875
Ankara,2024,1,1,39.9334,32.8597,274.8881530761719,0.0022649765014648438,0.8831828236579895,16.912939071655273,0.004850728437304497,236.6239013671875
Ashgabat,2024,1,1,37.9601,58.3261,279.2983093261719,0.0,8.622584342956543,48.00954055786133,0.0030749868601560593,nan
Funafuti,2024,1,1,-8.5167,179.2167,302.3569030761719,0.1446533203125,2.9315381050109863,206.307373046875,0.019443852826952934,204.7059326171875
Kampala,2024,1,1,0.3476,32.5825,291.6694030761719,0.02947235107421875,2.034461259841919,352.83343505859375,0.01432071439921856,207.9403076171875
Kyiv,2024,1,1,50.4501,30.5234,271.0590515136719,0.01833343505859375,1.989737629890442,61.44218444824219,0.0031837057322263718,236.1707763671875
Abu Dhabi,2024,1,1,24.4539,54.3773,295.7397155761719,0.0029420852661132812,4.205497741699219,316.7370910644531,0.014065129682421684,272.0418701171875
London,2024,1,1,51.5074,-0.1278,280.5014343261719,0.197998046875,10.688115119934082,19.340177536010742,0.005773885175585747,249.7352294921875
Washington D.C.,2024,1,1,38.9072,-77.0369,277.3842468261719,0.0716552734375,2.9219541549682617,80.56449890136719,0.004371983930468559,249.9598388671875
Montevideo,2024,1,1,-34.9011,-56.1645,294.2475280761719,0.002292633056640625,7.0865254402160645,178.7910614013672,0.009807927533984184,218.3387451171875
Tashkent,2024,1,1,41.2995,69.2401,275.0190124511719,0.0,2.786106586456299,173.56295776367188,0.0019377302378416061,225.6043701171875
Port Vila,2024,1,1,-17.7333,168.3167,301.5287780761719,0.1220703125,7.254980564117432,166.6045684814453,0.019703252241015434,218.7528076171875
Vatican City,2024,1,1,41.9029,12.4534,284.5287780761719,0.09112548828125,4.211070537567139,77.48031616210938,0.00860629789531231,267.7918701171875
Caracas,2024,1,1,10.4806,-66.9036,295.7240905761719,0.08612060546875,2.4585611820220947,224.04908752441406,0.016788823530077934,289.4090576171875
Hanoi,2024,1,1,21.0285,105.8542,292.1069030761719,0.092529296875,1.612691044807434,132.84544372558594,0.012783391401171684,276.9090576171875
Sana’a,2024,1,1,15.3694,44.191,283.4545593261719,1.730024814605713e-05,0.676375150680542,144.83958435058594,0.005531651899218559,nan
Lusaka,2024,1,1,-15.3875,28.3228,293.4350280761719,0.03485107421875,1.2346640825271606,214.51620483398438,0.015949590131640434,211.2840576171875
Harare,2024,1,1,-17.8252,31.0335,290.9975280761719,0.03089141845703125,3.1818814277648926,138.73153686523438,0.01447330228984356,201.1746826171875
